naics,kind_of_business,year,month,period,sales_musd,seasonally_adjusted
"442,443","Furniture, home furn, electronics and appliance stores",2023,2,2023-02,17410.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2023,3,2023-03,19466.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2023,4,2023-04,17437.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2023,5,2023-05,18686.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2023,6,2023-06,18560.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2023,7,2023-07,18042.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2023,8,2023-08,19267.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2023,9,2023-09,18485.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2023,10,2023-10,18008.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2023,11,2023-11,20583.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2023,12,2023-12,21316.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2024,1,2024-01,17012.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2024,2,2024-02,17272.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2024,3,2024-03,17876.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2024,4,2024-04,17235.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2024,5,2024-05,18690.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2024,6,2024-06,17744.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2024,7,2024-07,18635.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2024,8,2024-08,19191.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2024,9,2024-09,17921.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2024,10,2024-10,18418.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2024,11,2024-11,21117.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2024,12,2024-12,22785.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2025,1,2025-01,17464.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2025,2,2025-02,17074.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2025,3,2025-03,18748.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2025,4,2025-04,18039.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2025,5,2025-05,19203.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2025,6,2025-06,18200.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2025,7,2025-07,19455.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2025,8,2025-08,19211.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2025,9,2025-09,18301.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2025,10,2025-10,18723.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2025,11,2025-11,20749.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2025,12,2025-12,22453.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2026,1,2026-01,17369.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2026,2,2026-02,16951.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2026,3,2026-03,19168.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2026,4,2026-04,18269.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2026,5,2026-05,19404.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2026,6,2026-06,19039.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1992,1,1992-01,7830.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1992,2,1992-02,7959.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1992,3,1992-03,7945.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1992,4,1992-04,8017.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1992,5,1992-05,8009.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1992,6,1992-06,8082.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1992,7,1992-07,8188.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1992,8,1992-08,8124.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1992,9,1992-09,8134.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1992,10,1992-10,8161.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1992,11,1992-11,8209.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1992,12,1992-12,8372.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1993,1,1993-01,8749.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1993,2,1993-02,8547.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1993,3,1993-03,8569.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1993,4,1993-04,8714.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1993,5,1993-05,8832.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1993,6,1993-06,8887.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1993,7,1993-07,8963.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1993,8,1993-08,8968.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1993,9,1993-09,9047.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1993,10,1993-10,9045.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1993,11,1993-11,9126.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1993,12,1993-12,9161.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1994,1,1994-01,9133.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1994,2,1994-02,9411.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1994,3,1994-03,9635.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1994,4,1994-04,9723.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1994,5,1994-05,9824.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1994,6,1994-06,9979.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1994,7,1994-07,10083.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1994,8,1994-08,10262.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1994,9,1994-09,10345.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1994,10,1994-10,10587.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1994,11,1994-11,10621.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1994,12,1994-12,10773.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1995,1,1995-01,10817.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1995,2,1995-02,10599.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1995,3,1995-03,10636.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1995,4,1995-04,10679.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1995,5,1995-05,10857.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1995,6,1995-06,10879.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1995,7,1995-07,10973.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1995,8,1995-08,11138.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1995,9,1995-09,11260.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1995,10,1995-10,11332.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1995,11,1995-11,11458.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1995,12,1995-12,11435.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1996,1,1996-01,11207.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1996,2,1996-02,11291.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1996,3,1996-03,11634.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1996,4,1996-04,11667.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1996,5,1996-05,11688.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1996,6,1996-06,11724.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1996,7,1996-07,11627.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1996,8,1996-08,11650.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1996,9,1996-09,11855.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1996,10,1996-10,11848.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1996,11,1996-11,11773.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1996,12,1996-12,11709.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1997,1,1997-01,11613.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1997,2,1997-02,11895.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1997,3,1997-03,11965.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1997,4,1997-04,12136.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1997,5,1997-05,12081.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1997,6,1997-06,12146.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1997,7,1997-07,12237.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1997,8,1997-08,12365.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1997,9,1997-09,12367.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1997,10,1997-10,12392.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1997,11,1997-11,12547.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1997,12,1997-12,12624.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1998,1,1998-01,12808.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1998,2,1998-02,12803.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1998,3,1998-03,12774.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1998,4,1998-04,12816.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1998,5,1998-05,12849.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1998,6,1998-06,12979.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1998,7,1998-07,13066.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1998,8,1998-08,13167.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1998,9,1998-09,13033.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1998,10,1998-10,13112.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1998,11,1998-11,13256.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1998,12,1998-12,13313.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1999,1,1999-01,13295.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1999,2,1999-02,13441.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1999,3,1999-03,13606.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1999,4,1999-04,13611.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1999,5,1999-05,13795.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1999,6,1999-06,13910.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1999,7,1999-07,14002.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1999,8,1999-08,14086.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1999,9,1999-09,14322.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1999,10,1999-10,14427.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1999,11,1999-11,14176.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1999,12,1999-12,14426.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2000,1,2000-01,14754.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2000,2,2000-02,14847.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2000,3,2000-03,14877.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2000,4,2000-04,15235.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2000,5,2000-05,14937.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2000,6,2000-06,14602.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2000,7,2000-07,14850.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2000,8,2000-08,14808.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2000,9,2000-09,14887.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2000,10,2000-10,14863.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2000,11,2000-11,14542.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2000,12,2000-12,14228.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2001,1,2001-01,14792.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2001,2,2001-02,14576.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2001,3,2001-03,14444.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2001,4,2001-04,14424.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2001,5,2001-05,14346.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2001,6,2001-06,14492.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2001,7,2001-07,14640.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2001,8,2001-08,14596.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2001,9,2001-09,14234.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2001,10,2001-10,14545.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2001,11,2001-11,14883.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2001,12,2001-12,15372.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2002,1,2002-01,15064.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2002,2,2002-02,15193.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2002,3,2002-03,15257.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2002,4,2002-04,15145.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2002,5,2002-05,15267.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2002,6,2002-06,15152.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2002,7,2002-07,14977.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2002,8,2002-08,15033.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2002,9,2002-09,14963.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2002,10,2002-10,15016.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2002,11,2002-11,15101.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2002,12,2002-12,15158.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2003,1,2003-01,14877.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2003,2,2003-02,14492.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2003,3,2003-03,14872.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2003,4,2003-04,14984.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2003,5,2003-05,15251.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2003,6,2003-06,15355.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2003,7,2003-07,15459.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2003,8,2003-08,15732.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2003,9,2003-09,15720.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2003,10,2003-10,15858.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2003,11,2003-11,16012.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2003,12,2003-12,16044.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2004,1,2004-01,15995.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2004,2,2004-02,16064.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2004,3,2004-03,16313.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2004,4,2004-04,16313.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2004,5,2004-05,16288.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2004,6,2004-06,16512.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2004,7,2004-07,16814.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2004,8,2004-08,16643.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2004,9,2004-09,16656.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2004,10,2004-10,16901.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2004,11,2004-11,16801.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2004,12,2004-12,16986.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2005,1,2005-01,17019.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2005,2,2005-02,17279.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2005,3,2005-03,17252.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2005,4,2005-04,17414.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2005,5,2005-05,17313.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2005,6,2005-06,17536.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2005,7,2005-07,17571.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2005,8,2005-08,17654.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2005,9,2005-09,17784.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2005,10,2005-10,17983.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2005,11,2005-11,17883.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2005,12,2005-12,17816.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2006,1,2006-01,18566.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2006,2,2006-02,18158.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2006,3,2006-03,18227.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2006,4,2006-04,18211.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2006,5,2006-05,18086.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2006,6,2006-06,18235.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2006,7,2006-07,18193.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2006,8,2006-08,18188.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2006,9,2006-09,18308.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2006,10,2006-10,17973.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2006,11,2006-11,18081.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2006,12,2006-12,18466.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2007,1,2007-01,18423.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2007,2,2007-02,18136.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2007,3,2007-03,18057.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2007,4,2007-04,18036.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2007,5,2007-05,18027.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2007,6,2007-06,17907.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2007,7,2007-07,18021.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2007,8,2007-08,18156.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2007,9,2007-09,17942.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2007,10,2007-10,18017.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2007,11,2007-11,18182.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2007,12,2007-12,17974.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2008,1,2008-01,17666.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2008,2,2008-02,17411.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2008,3,2008-03,17447.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2008,4,2008-04,17533.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2008,5,2008-05,17731.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2008,6,2008-06,17428.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2008,7,2008-07,17364.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2008,8,2008-08,17009.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2008,9,2008-09,16176.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2008,10,2008-10,16099.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2008,11,2008-11,16024.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2008,12,2008-12,15463.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2009,1,2009-01,15906.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2009,2,2009-02,15821.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2009,3,2009-03,14832.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2009,4,2009-04,14795.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2009,5,2009-05,14764.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2009,6,2009-06,14787.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2009,7,2009-07,14666.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2009,8,2009-08,14656.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2009,9,2009-09,14613.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2009,10,2009-10,14471.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2009,11,2009-11,14813.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2009,12,2009-12,14772.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2010,1,2010-01,14911.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2010,2,2010-02,15294.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2010,3,2010-03,15026.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2010,4,2010-04,15070.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2010,5,2010-05,15147.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2010,6,2010-06,15234.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2010,7,2010-07,15121.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2010,8,2010-08,15125.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2010,9,2010-09,15172.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2010,10,2010-10,14947.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2010,11,2010-11,14826.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2010,12,2010-12,15003.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2011,1,2011-01,14893.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2011,2,2011-02,15176.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2011,3,2011-03,15537.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2011,4,2011-04,15509.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2011,5,2011-05,15305.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2011,6,2011-06,15320.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2011,7,2011-07,15497.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2011,8,2011-08,15599.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2011,9,2011-09,15525.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2011,10,2011-10,15754.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2011,11,2011-11,15682.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2011,12,2011-12,15664.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2012,1,2012-01,15836.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2012,2,2012-02,15858.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2012,3,2012-03,15989.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2012,4,2012-04,15773.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2012,5,2012-05,16052.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2012,6,2012-06,15893.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2012,7,2012-07,16087.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2012,8,2012-08,15924.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2012,9,2012-09,15948.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2012,10,2012-10,15421.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2012,11,2012-11,15976.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2012,12,2012-12,16433.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2013,1,2013-01,16402.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2013,2,2013-02,16410.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2013,3,2013-03,16191.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2013,4,2013-04,16171.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2013,5,2013-05,16111.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2013,6,2013-06,16336.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2013,7,2013-07,16238.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2013,8,2013-08,16298.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2013,9,2013-09,16296.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2013,10,2013-10,16486.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2013,11,2013-11,16494.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2013,12,2013-12,16113.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2014,1,2014-01,16008.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2014,2,2014-02,16319.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2014,3,2014-03,16484.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2014,4,2014-04,16582.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2014,5,2014-05,16434.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2014,6,2014-06,16360.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2014,7,2014-07,16463.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2014,8,2014-08,16675.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2014,9,2014-09,16752.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2014,10,2014-10,16753.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2014,11,2014-11,17182.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2014,12,2014-12,17153.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2015,1,2015-01,16990.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2015,2,2015-02,16680.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2015,3,2015-03,16703.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2015,4,2015-04,16950.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2015,5,2015-05,17183.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2015,6,2015-06,17082.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2015,7,2015-07,17093.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2015,8,2015-08,17103.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2015,9,2015-09,17123.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2015,10,2015-10,17117.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2015,11,2015-11,17052.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2015,12,2015-12,17168.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2016,1,2016-01,16888.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2016,2,2016-02,16997.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2016,3,2016-03,16790.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2016,4,2016-04,16787.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2016,5,2016-05,16859.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2016,6,2016-06,16983.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2016,7,2016-07,16971.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2016,8,2016-08,17010.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2016,9,2016-09,16945.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2016,10,2016-10,16690.0,True
"442,443","Furniture, home furn, electronics and appliance stores",2016,11,2016-11,16584.0,True
